pilot_n,pilot_source,strength,eval_n,true_omega2,power,eval_mode
7,real,0.0,7,0.0,0.03,exchangeable_null
7,real,0.0,10,0.0,0.03,exchangeable_null
7,real,0.0,17,0.0,0.05,exchangeable_null
7,real,0.0,30,0.0,0.01,exchangeable_null
7,real,0.0,50,0.0,0.02,exchangeable_null
7,real,0.0,80,0.0,0.03,exchangeable_null
7,real,0.1064,7,0.0041045086637189,0.07,labeled_bootstrap
7,real,0.1064,10,0.0041045086637189,0.06,labeled_bootstrap
7,real,0.1064,17,0.0041045086637189,0.05,labeled_bootstrap
7,real,0.1064,30,0.0041045086637189,0.11,labeled_bootstrap
7,real,0.1064,50,0.0041045086637189,0.27,labeled_bootstrap
7,real,0.1064,80,0.0041045086637189,0.47,labeled_bootstrap
7,real,0.1539,7,0.0105183050264886,0.11,labeled_bootstrap
7,real,0.1539,10,0.0105183050264886,0.05,labeled_bootstrap
7,real,0.1539,17,0.0105183050264886,0.11,labeled_bootstrap
7,real,0.1539,30,0.0105183050264886,0.26,labeled_bootstrap
7,real,0.1539,50,0.0105183050264886,0.57,labeled_bootstrap
7,real,0.1539,80,0.0105183050264886,0.92,labeled_bootstrap
7,real,0.164,7,0.0102474241077158,0.06,labeled_bootstrap
7,real,0.164,10,0.0102474241077158,0.11,labeled_bootstrap
7,real,0.164,17,0.0102474241077158,0.27,labeled_bootstrap
7,real,0.164,30,0.0102474241077158,0.37,labeled_bootstrap
7,real,0.164,50,0.0102474241077158,0.52,labeled_bootstrap
7,real,0.164,80,0.0102474241077158,0.9,labeled_bootstrap
7,real,0.1744,7,0.0107119030492491,0.11,labeled_bootstrap
7,real,0.1744,10,0.0107119030492491,0.13,labeled_bootstrap
7,real,0.1744,17,0.0107119030492491,0.15,labeled_bootstrap
7,real,0.1744,30,0.0107119030492491,0.31,labeled_bootstrap
7,real,0.1744,50,0.0107119030492491,0.57,labeled_bootstrap
7,real,0.1744,80,0.0107119030492491,0.9,labeled_bootstrap
7,real,0.1846,7,0.0122818051294932,0.04,labeled_bootstrap
7,real,0.1846,10,0.0122818051294932,0.19,labeled_bootstrap
7,real,0.1846,17,0.0122818051294932,0.24,labeled_bootstrap
7,real,0.1846,30,0.0122818051294932,0.43,labeled_bootstrap
7,real,0.1846,50,0.0122818051294932,0.71,labeled_bootstrap
7,real,0.1846,80,0.0122818051294932,0.95,labeled_bootstrap
7,real,0.1996,7,0.0150922400453983,0.09,labeled_bootstrap
7,real,0.1996,10,0.0150922400453983,0.1,labeled_bootstrap
7,real,0.1996,17,0.0150922400453983,0.23,labeled_bootstrap
7,real,0.1996,30,0.0150922400453983,0.43,labeled_bootstrap
7,real,0.1996,50,0.0150922400453983,0.76,labeled_bootstrap
7,real,0.1996,80,0.0150922400453983,0.97,labeled_bootstrap
7,real,0.2103,7,0.0183201235699856,0.11,labeled_bootstrap
7,real,0.2103,10,0.0183201235699856,0.17,labeled_bootstrap
7,real,0.2103,17,0.0183201235699856,0.33,labeled_bootstrap
7,real,0.2103,30,0.0183201235699856,0.61,labeled_bootstrap
7,real,0.2103,50,0.0183201235699856,0.82,labeled_bootstrap
7,real,0.2103,80,0.0183201235699856,0.99,labeled_bootstrap
7,real,0.222,7,0.0200722498201924,0.14,labeled_bootstrap
7,real,0.222,10,0.0200722498201924,0.22,labeled_bootstrap
7,real,0.222,17,0.0200722498201924,0.3,labeled_bootstrap
7,real,0.222,30,0.0200722498201924,0.57,labeled_bootstrap
7,real,0.222,50,0.0200722498201924,0.89,labeled_bootstrap
7,real,0.222,80,0.0200722498201924,1.0,labeled_bootstrap
7,real,0.2381,7,0.0190171316168855,0.1,labeled_bootstrap
7,real,0.2381,10,0.0190171316168855,0.18,labeled_bootstrap
7,real,0.2381,17,0.0190171316168855,0.24,labeled_bootstrap
7,real,0.2381,30,0.0190171316168855,0.57,labeled_bootstrap
7,real,0.2381,50,0.0190171316168855,0.86,labeled_bootstrap
7,real,0.2381,80,0.0190171316168855,1.0,labeled_bootstrap
7,real,0.2978,7,0.0293032051604382,0.23,labeled_bootstrap
7,real,0.2978,10,0.0293032051604382,0.25,labeled_bootstrap
7,real,0.2978,17,0.0293032051604382,0.49,labeled_bootstrap
7,real,0.2978,30,0.0293032051604382,0.82,labeled_bootstrap
7,real,0.2978,50,0.0293032051604382,1.0,labeled_bootstrap
7,real,0.2978,80,0.0293032051604382,1.0,labeled_bootstrap
7,real,0.3158,7,0.0363915858204063,0.26,labeled_bootstrap
7,real,0.3158,10,0.0363915858204063,0.29,labeled_bootstrap
7,real,0.3158,17,0.0363915858204063,0.61,labeled_bootstrap
7,real,0.3158,30,0.0363915858204063,0.91,labeled_bootstrap
7,real,0.3158,50,0.0363915858204063,1.0,labeled_bootstrap
7,real,0.3158,80,0.0363915858204063,1.0,labeled_bootstrap
7,real,0.3316,7,0.0357225603556084,0.2,labeled_bootstrap
7,real,0.3316,10,0.0357225603556084,0.31,labeled_bootstrap
7,real,0.3316,17,0.0357225603556084,0.62,labeled_bootstrap
7,real,0.3316,30,0.0357225603556084,0.92,labeled_bootstrap
7,real,0.3316,50,0.0357225603556084,1.0,labeled_bootstrap
7,real,0.3316,80,0.0357225603556084,1.0,labeled_bootstrap
7,real,0.3474,7,0.0398038484830536,0.24,labeled_bootstrap
7,real,0.3474,10,0.0398038484830536,0.35,labeled_bootstrap
7,real,0.3474,17,0.0398038484830536,0.71,labeled_bootstrap
7,real,0.3474,30,0.0398038484830536,0.89,labeled_bootstrap
7,real,0.3474,50,0.0398038484830536,1.0,labeled_bootstrap
7,real,0.3474,80,0.0398038484830536,1.0,labeled_bootstrap
7,real,0.3806,7,0.0427861644954979,0.27,labeled_bootstrap
7,real,0.3806,10,0.0427861644954979,0.48,labeled_bootstrap
7,real,0.3806,17,0.0427861644954979,0.69,labeled_bootstrap
7,real,0.3806,30,0.0427861644954979,0.97,labeled_bootstrap
7,real,0.3806,50,0.0427861644954979,1.0,labeled_bootstrap
7,real,0.3806,80,0.0427861644954979,1.0,labeled_bootstrap
7,real,0.4227,7,0.0577072322221492,0.36,labeled_bootstrap
7,real,0.4227,10,0.0577072322221492,0.49,labeled_bootstrap
7,real,0.4227,17,0.0577072322221492,0.84,labeled_bootstrap
7,real,0.4227,30,0.0577072322221492,0.99,labeled_bootstrap
7,real,0.4227,50,0.0577072322221492,1.0,labeled_bootstrap
7,real,0.4227,80,0.0577072322221492,1.0,labeled_bootstrap
7,real,0.4719,7,0.065847465663821,0.46,labeled_bootstrap
7,real,0.4719,10,0.065847465663821,0.56,labeled_bootstrap
7,real,0.4719,17,0.065847465663821,0.91,labeled_bootstrap
7,real,0.4719,30,0.065847465663821,1.0,labeled_bootstrap
7,real,0.4719,50,0.065847465663821,1.0,labeled_bootstrap
7,real,0.4719,80,0.065847465663821,1.0,labeled_bootstrap
7,real,0.4998,7,0.068897269409483,0.47,labeled_bootstrap
7,real,0.4998,10,0.068897269409483,0.62,labeled_bootstrap
7,real,0.4998,17,0.068897269409483,0.96,labeled_bootstrap
7,real,0.4998,30,0.068897269409483,0.99,labeled_bootstrap
7,real,0.4998,50,0.068897269409483,1.0,labeled_bootstrap
7,real,0.4998,80,0.068897269409483,1.0,labeled_bootstrap
7,real,0.5875,7,0.0977384646396428,0.61,labeled_bootstrap
7,real,0.5875,10,0.0977384646396428,0.86,labeled_bootstrap
7,real,0.5875,17,0.0977384646396428,0.96,labeled_bootstrap
7,real,0.5875,30,0.0977384646396428,1.0,labeled_bootstrap
7,real,0.5875,50,0.0977384646396428,1.0,labeled_bootstrap
7,real,0.5875,80,0.0977384646396428,1.0,labeled_bootstrap
7,real,0.6196,7,0.1007996330923232,0.61,labeled_bootstrap
7,real,0.6196,10,0.1007996330923232,0.78,labeled_bootstrap
7,real,0.6196,17,0.1007996330923232,1.0,labeled_bootstrap
7,real,0.6196,30,0.1007996330923232,1.0,labeled_bootstrap
7,real,0.6196,50,0.1007996330923232,1.0,labeled_bootstrap
7,real,0.6196,80,0.1007996330923232,1.0,labeled_bootstrap
7,real,0.6789,7,0.1264752617857722,0.75,labeled_bootstrap
7,real,0.6789,10,0.1264752617857722,0.91,labeled_bootstrap
7,real,0.6789,17,0.1264752617857722,1.0,labeled_bootstrap
7,real,0.6789,30,0.1264752617857722,1.0,labeled_bootstrap
7,real,0.6789,50,0.1264752617857722,1.0,labeled_bootstrap
7,real,0.6789,80,0.1264752617857722,1.0,labeled_bootstrap
7,real,0.725,7,0.1339415608188059,0.74,labeled_bootstrap
7,real,0.725,10,0.1339415608188059,0.92,labeled_bootstrap
7,real,0.725,17,0.1339415608188059,1.0,labeled_bootstrap
7,real,0.725,30,0.1339415608188059,1.0,labeled_bootstrap
7,real,0.725,50,0.1339415608188059,1.0,labeled_bootstrap
7,real,0.725,80,0.1339415608188059,1.0,labeled_bootstrap
7,real,0.8,7,0.1608519102932044,0.74,labeled_bootstrap
7,real,0.8,10,0.1608519102932044,0.95,labeled_bootstrap
7,real,0.8,17,0.1608519102932044,1.0,labeled_bootstrap
7,real,0.8,30,0.1608519102932044,1.0,labeled_bootstrap
7,real,0.8,50,0.1608519102932044,1.0,labeled_bootstrap
7,real,0.8,80,0.1608519102932044,1.0,labeled_bootstrap
7,real,0.8375,7,0.1821020734060224,0.81,labeled_bootstrap
7,real,0.8375,10,0.1821020734060224,0.99,labeled_bootstrap
7,real,0.8375,17,0.1821020734060224,1.0,labeled_bootstrap
7,real,0.8375,30,0.1821020734060224,1.0,labeled_bootstrap
7,real,0.8375,50,0.1821020734060224,1.0,labeled_bootstrap
7,real,0.8375,80,0.1821020734060224,1.0,labeled_bootstrap
7,real,0.8625,7,0.1968591005441943,0.93,labeled_bootstrap
7,real,0.8625,10,0.1968591005441943,0.93,labeled_bootstrap
7,real,0.8625,17,0.1968591005441943,1.0,labeled_bootstrap
7,real,0.8625,30,0.1968591005441943,1.0,labeled_bootstrap
7,real,0.8625,50,0.1968591005441943,1.0,labeled_bootstrap
7,real,0.8625,80,0.1968591005441943,1.0,labeled_bootstrap
7,real,0.8875,7,0.1937907124235463,0.91,labeled_bootstrap
7,real,0.8875,10,0.1937907124235463,1.0,labeled_bootstrap
7,real,0.8875,17,0.1937907124235463,1.0,labeled_bootstrap
7,real,0.8875,30,0.1937907124235463,1.0,labeled_bootstrap
7,real,0.8875,50,0.1937907124235463,1.0,labeled_bootstrap
7,real,0.8875,80,0.1937907124235463,1.0,labeled_bootstrap
7,real,0.95,7,0.2274044432797693,1.0,labeled_bootstrap
7,real,0.95,10,0.2274044432797693,1.0,labeled_bootstrap
7,real,0.95,17,0.2274044432797693,1.0,labeled_bootstrap
7,real,0.95,30,0.2274044432797693,1.0,labeled_bootstrap
7,real,0.95,50,0.2274044432797693,1.0,labeled_bootstrap
7,real,0.95,80,0.2274044432797693,1.0,labeled_bootstrap
7,real,0.9625,7,0.2337066158120466,1.0,labeled_bootstrap
7,real,0.9625,10,0.2337066158120466,1.0,labeled_bootstrap
7,real,0.9625,17,0.2337066158120466,1.0,labeled_bootstrap
7,real,0.9625,30,0.2337066158120466,1.0,labeled_bootstrap
7,real,0.9625,50,0.2337066158120466,1.0,labeled_bootstrap
7,real,0.9625,80,0.2337066158120466,1.0,labeled_bootstrap
7,real,0.975,7,0.2420211343818487,1.0,labeled_bootstrap
7,real,0.975,10,0.2420211343818487,1.0,labeled_bootstrap
7,real,0.975,17,0.2420211343818487,1.0,labeled_bootstrap
7,real,0.975,30,0.2420211343818487,1.0,labeled_bootstrap
7,real,0.975,50,0.2420211343818487,1.0,labeled_bootstrap
7,real,0.975,80,0.2420211343818487,1.0,labeled_bootstrap
7,real,0.9875,7,0.2300466414395558,0.99,labeled_bootstrap
7,real,0.9875,10,0.2300466414395558,1.0,labeled_bootstrap
7,real,0.9875,17,0.2300466414395558,1.0,labeled_bootstrap
7,real,0.9875,30,0.2300466414395558,1.0,labeled_bootstrap
7,real,0.9875,50,0.2300466414395558,1.0,labeled_bootstrap
7,real,0.9875,80,0.2300466414395558,1.0,labeled_bootstrap
7,real,1.0,7,0.2375661368870604,1.0,labeled_bootstrap
7,real,1.0,10,0.2375661368870604,1.0,labeled_bootstrap
7,real,1.0,17,0.2375661368870604,1.0,labeled_bootstrap
7,real,1.0,30,0.2375661368870604,1.0,labeled_bootstrap
7,real,1.0,50,0.2375661368870604,1.0,labeled_bootstrap
7,real,1.0,80,0.2375661368870604,1.0,labeled_bootstrap
10,real,0.0,7,0.0,0.03,exchangeable_null
10,real,0.0,10,0.0,0.05,exchangeable_null
10,real,0.0,17,0.0,0.03,exchangeable_null
10,real,0.0,30,0.0,0.08,exchangeable_null
10,real,0.0,50,0.0,0.05,exchangeable_null
10,real,0.0,80,0.0,0.05,exchangeable_null
10,real,0.1902,7,0.0059439920945063,0.04,labeled_bootstrap
10,real,0.1902,10,0.0059439920945063,0.07,labeled_bootstrap
10,real,0.1902,17,0.0059439920945063,0.11,labeled_bootstrap
10,real,0.1902,30,0.0059439920945063,0.17,labeled_bootstrap
10,real,0.1902,50,0.0059439920945063,0.28,labeled_bootstrap
10,real,0.1902,80,0.0059439920945063,0.62,labeled_bootstrap
10,real,0.2188,7,0.0097471415562014,0.06,labeled_bootstrap
10,real,0.2188,10,0.0097471415562014,0.14,labeled_bootstrap
10,real,0.2188,17,0.0097471415562014,0.15,labeled_bootstrap
10,real,0.2188,30,0.0097471415562014,0.24,labeled_bootstrap
10,real,0.2188,50,0.0097471415562014,0.53,labeled_bootstrap
10,real,0.2188,80,0.0097471415562014,0.82,labeled_bootstrap
10,real,0.2479,7,0.0135066274822599,0.1,labeled_bootstrap
10,real,0.2479,10,0.0135066274822599,0.16,labeled_bootstrap
10,real,0.2479,17,0.0135066274822599,0.25,labeled_bootstrap
10,real,0.2479,30,0.0135066274822599,0.38,labeled_bootstrap
10,real,0.2479,50,0.0135066274822599,0.74,labeled_bootstrap
10,real,0.2479,80,0.0135066274822599,0.91,labeled_bootstrap
10,real,0.2856,7,0.0133515816898161,0.09,labeled_bootstrap
10,real,0.2856,10,0.0133515816898161,0.17,labeled_bootstrap
10,real,0.2856,17,0.0133515816898161,0.16,labeled_bootstrap
10,real,0.2856,30,0.0133515816898161,0.46,labeled_bootstrap
10,real,0.2856,50,0.0133515816898161,0.75,labeled_bootstrap
10,real,0.2856,80,0.0133515816898161,0.95,labeled_bootstrap
10,real,0.3306,7,0.0205593195171856,0.11,labeled_bootstrap
10,real,0.3306,10,0.0205593195171856,0.2,labeled_bootstrap
10,real,0.3306,17,0.0205593195171856,0.41,labeled_bootstrap
10,real,0.3306,30,0.0205593195171856,0.72,labeled_bootstrap
10,real,0.3306,50,0.0205593195171856,0.94,labeled_bootstrap
10,real,0.3306,80,0.0205593195171856,1.0,labeled_bootstrap
10,real,0.3552,7,0.0231324484917636,0.12,labeled_bootstrap
10,real,0.3552,10,0.0231324484917636,0.21,labeled_bootstrap
10,real,0.3552,17,0.0231324484917636,0.37,labeled_bootstrap
10,real,0.3552,30,0.0231324484917636,0.76,labeled_bootstrap
10,real,0.3552,50,0.0231324484917636,0.93,labeled_bootstrap
10,real,0.3552,80,0.0231324484917636,1.0,labeled_bootstrap
10,real,0.3698,7,0.0259134794810126,0.14,labeled_bootstrap
10,real,0.3698,10,0.0259134794810126,0.22,labeled_bootstrap
10,real,0.3698,17,0.0259134794810126,0.43,labeled_bootstrap
10,real,0.3698,30,0.0259134794810126,0.76,labeled_bootstrap
10,real,0.3698,50,0.0259134794810126,0.97,labeled_bootstrap
10,real,0.3698,80,0.0259134794810126,1.0,labeled_bootstrap
10,real,0.3773,7,0.0298217981416149,0.17,labeled_bootstrap
10,real,0.3773,10,0.0298217981416149,0.21,labeled_bootstrap
10,real,0.3773,17,0.0298217981416149,0.54,labeled_bootstrap
10,real,0.3773,30,0.0298217981416149,0.76,labeled_bootstrap
10,real,0.3773,50,0.0298217981416149,0.98,labeled_bootstrap
10,real,0.3773,80,0.0298217981416149,1.0,labeled_bootstrap
10,real,0.3861,7,0.0281418538840477,0.2,labeled_bootstrap
10,real,0.3861,10,0.0281418538840477,0.34,labeled_bootstrap
10,real,0.3861,17,0.0281418538840477,0.47,labeled_bootstrap
10,real,0.3861,30,0.0281418538840477,0.82,labeled_bootstrap
10,real,0.3861,50,0.0281418538840477,0.98,labeled_bootstrap
10,real,0.3861,80,0.0281418538840477,1.0,labeled_bootstrap
10,real,0.3958,7,0.0311924125156273,0.1,labeled_bootstrap
10,real,0.3958,10,0.0311924125156273,0.33,labeled_bootstrap
10,real,0.3958,17,0.0311924125156273,0.46,labeled_bootstrap
10,real,0.3958,30,0.0311924125156273,0.88,labeled_bootstrap
10,real,0.3958,50,0.0311924125156273,0.99,labeled_bootstrap
10,real,0.3958,80,0.0311924125156273,1.0,labeled_bootstrap
10,real,0.4107,7,0.036232864661588,0.18,labeled_bootstrap
10,real,0.4107,10,0.036232864661588,0.42,labeled_bootstrap
10,real,0.4107,17,0.036232864661588,0.48,labeled_bootstrap
10,real,0.4107,30,0.036232864661588,0.9,labeled_bootstrap
10,real,0.4107,50,0.036232864661588,0.99,labeled_bootstrap
10,real,0.4107,80,0.036232864661588,1.0,labeled_bootstrap
10,real,0.4313,7,0.0327490133226601,0.21,labeled_bootstrap
10,real,0.4313,10,0.0327490133226601,0.26,labeled_bootstrap
10,real,0.4313,17,0.0327490133226601,0.51,labeled_bootstrap
10,real,0.4313,30,0.0327490133226601,0.88,labeled_bootstrap
10,real,0.4313,50,0.0327490133226601,0.99,labeled_bootstrap
10,real,0.4313,80,0.0327490133226601,1.0,labeled_bootstrap
10,real,0.4447,7,0.0396182928438489,0.3,labeled_bootstrap
10,real,0.4447,10,0.0396182928438489,0.41,labeled_bootstrap
10,real,0.4447,17,0.0396182928438489,0.6,labeled_bootstrap
10,real,0.4447,30,0.0396182928438489,0.93,labeled_bootstrap
10,real,0.4447,50,0.0396182928438489,0.99,labeled_bootstrap
10,real,0.4447,80,0.0396182928438489,1.0,labeled_bootstrap
10,real,0.4673,7,0.0422525924931415,0.25,labeled_bootstrap
10,real,0.4673,10,0.0422525924931415,0.44,labeled_bootstrap
10,real,0.4673,17,0.0422525924931415,0.76,labeled_bootstrap
10,real,0.4673,30,0.0422525924931415,0.95,labeled_bootstrap
10,real,0.4673,50,0.0422525924931415,1.0,labeled_bootstrap
10,real,0.4673,80,0.0422525924931415,1.0,labeled_bootstrap
10,real,0.5,7,0.0497408481967248,0.35,labeled_bootstrap
10,real,0.5,10,0.0497408481967248,0.55,labeled_bootstrap
10,real,0.5,17,0.0497408481967248,0.84,labeled_bootstrap
10,real,0.5,30,0.0497408481967248,0.98,labeled_bootstrap
10,real,0.5,50,0.0497408481967248,1.0,labeled_bootstrap
10,real,0.5,80,0.0497408481967248,1.0,labeled_bootstrap
10,real,0.544,7,0.0542056494806543,0.31,labeled_bootstrap
10,real,0.544,10,0.0542056494806543,0.61,labeled_bootstrap
10,real,0.544,17,0.0542056494806543,0.89,labeled_bootstrap
10,real,0.544,30,0.0542056494806543,0.99,labeled_bootstrap
10,real,0.544,50,0.0542056494806543,1.0,labeled_bootstrap
10,real,0.544,80,0.0542056494806543,1.0,labeled_bootstrap
10,real,0.625,7,0.0622667555980043,0.35,labeled_bootstrap
10,real,0.625,10,0.0622667555980043,0.58,labeled_bootstrap
10,real,0.625,17,0.0622667555980043,0.87,labeled_bootstrap
10,real,0.625,30,0.0622667555980043,1.0,labeled_bootstrap
10,real,0.625,50,0.0622667555980043,1.0,labeled_bootstrap
10,real,0.625,80,0.0622667555980043,1.0,labeled_bootstrap
10,real,0.6773,7,0.0797336200424188,0.54,labeled_bootstrap
10,real,0.6773,10,0.0797336200424188,0.73,labeled_bootstrap
10,real,0.6773,17,0.0797336200424188,0.92,labeled_bootstrap
10,real,0.6773,30,0.0797336200424188,1.0,labeled_bootstrap
10,real,0.6773,50,0.0797336200424188,1.0,labeled_bootstrap
10,real,0.6773,80,0.0797336200424188,1.0,labeled_bootstrap
10,real,0.7,7,0.0874026055828043,0.63,labeled_bootstrap
10,real,0.7,10,0.0874026055828043,0.78,labeled_bootstrap
10,real,0.7,17,0.0874026055828043,0.97,labeled_bootstrap
10,real,0.7,30,0.0874026055828043,1.0,labeled_bootstrap
10,real,0.7,50,0.0874026055828043,1.0,labeled_bootstrap
10,real,0.7,80,0.0874026055828043,1.0,labeled_bootstrap
10,real,0.7632,7,0.0975245992261136,0.66,labeled_bootstrap
10,real,0.7632,10,0.0975245992261136,0.84,labeled_bootstrap
10,real,0.7632,17,0.0975245992261136,0.99,labeled_bootstrap
10,real,0.7632,30,0.0975245992261136,1.0,labeled_bootstrap
10,real,0.7632,50,0.0975245992261136,1.0,labeled_bootstrap
10,real,0.7632,80,0.0975245992261136,1.0,labeled_bootstrap
10,real,0.7996,7,0.1045077867652064,0.63,labeled_bootstrap
10,real,0.7996,10,0.1045077867652064,0.92,labeled_bootstrap
10,real,0.7996,17,0.1045077867652064,0.99,labeled_bootstrap
10,real,0.7996,30,0.1045077867652064,1.0,labeled_bootstrap
10,real,0.7996,50,0.1045077867652064,1.0,labeled_bootstrap
10,real,0.7996,80,0.1045077867652064,1.0,labeled_bootstrap
10,real,0.8367,7,0.1208014977040169,0.76,labeled_bootstrap
10,real,0.8367,10,0.1208014977040169,0.98,labeled_bootstrap
10,real,0.8367,17,0.1208014977040169,1.0,labeled_bootstrap
10,real,0.8367,30,0.1208014977040169,1.0,labeled_bootstrap
10,real,0.8367,50,0.1208014977040169,1.0,labeled_bootstrap
10,real,0.8367,80,0.1208014977040169,1.0,labeled_bootstrap
10,real,0.875,7,0.1258690261952269,0.74,labeled_bootstrap
10,real,0.875,10,0.1258690261952269,0.93,labeled_bootstrap
10,real,0.875,17,0.1258690261952269,0.99,labeled_bootstrap
10,real,0.875,30,0.1258690261952269,1.0,labeled_bootstrap
10,real,0.875,50,0.1258690261952269,1.0,labeled_bootstrap
10,real,0.875,80,0.1258690261952269,1.0,labeled_bootstrap
10,real,0.9163,7,0.1415037128582626,0.85,labeled_bootstrap
10,real,0.9163,10,0.1415037128582626,0.94,labeled_bootstrap
10,real,0.9163,17,0.1415037128582626,1.0,labeled_bootstrap
10,real,0.9163,30,0.1415037128582626,1.0,labeled_bootstrap
10,real,0.9163,50,0.1415037128582626,1.0,labeled_bootstrap
10,real,0.9163,80,0.1415037128582626,1.0,labeled_bootstrap
10,real,0.9338,7,0.1491938212237822,0.86,labeled_bootstrap
10,real,0.9338,10,0.1491938212237822,0.97,labeled_bootstrap
10,real,0.9338,17,0.1491938212237822,1.0,labeled_bootstrap
10,real,0.9338,30,0.1491938212237822,1.0,labeled_bootstrap
10,real,0.9338,50,0.1491938212237822,1.0,labeled_bootstrap
10,real,0.9338,80,0.1491938212237822,1.0,labeled_bootstrap
10,real,0.9533,7,0.1618513480390353,0.95,labeled_bootstrap
10,real,0.9533,10,0.1618513480390353,0.99,labeled_bootstrap
10,real,0.9533,17,0.1618513480390353,1.0,labeled_bootstrap
10,real,0.9533,30,0.1618513480390353,1.0,labeled_bootstrap
10,real,0.9533,50,0.1618513480390353,1.0,labeled_bootstrap
10,real,0.9533,80,0.1618513480390353,1.0,labeled_bootstrap
10,real,0.9625,7,0.1649782274025234,0.91,labeled_bootstrap
10,real,0.9625,10,0.1649782274025234,1.0,labeled_bootstrap
10,real,0.9625,17,0.1649782274025234,1.0,labeled_bootstrap
10,real,0.9625,30,0.1649782274025234,1.0,labeled_bootstrap
10,real,0.9625,50,0.1649782274025234,1.0,labeled_bootstrap
10,real,0.9625,80,0.1649782274025234,1.0,labeled_bootstrap
10,real,0.975,7,0.1749863508973731,0.98,labeled_bootstrap
10,real,0.975,10,0.1749863508973731,1.0,labeled_bootstrap
10,real,0.975,17,0.1749863508973731,1.0,labeled_bootstrap
10,real,0.975,30,0.1749863508973731,1.0,labeled_bootstrap
10,real,0.975,50,0.1749863508973731,1.0,labeled_bootstrap
10,real,0.975,80,0.1749863508973731,1.0,labeled_bootstrap
10,real,0.9875,7,0.1724380579080107,0.98,labeled_bootstrap
10,real,0.9875,10,0.1724380579080107,1.0,labeled_bootstrap
10,real,0.9875,17,0.1724380579080107,1.0,labeled_bootstrap
10,real,0.9875,30,0.1724380579080107,1.0,labeled_bootstrap
10,real,0.9875,50,0.1724380579080107,1.0,labeled_bootstrap
10,real,0.9875,80,0.1724380579080107,1.0,labeled_bootstrap
10,real,1.0,7,0.185322255473076,0.99,labeled_bootstrap
10,real,1.0,10,0.185322255473076,1.0,labeled_bootstrap
10,real,1.0,17,0.185322255473076,1.0,labeled_bootstrap
10,real,1.0,30,0.185322255473076,1.0,labeled_bootstrap
10,real,1.0,50,0.185322255473076,1.0,labeled_bootstrap
10,real,1.0,80,0.185322255473076,1.0,labeled_bootstrap
17,real,0.0,7,0.0,0.04,exchangeable_null
17,real,0.0,10,0.0,0.01,exchangeable_null
17,real,0.0,17,0.0,0.07,exchangeable_null
17,real,0.0,30,0.0,0.06,exchangeable_null
17,real,0.0,50,0.0,0.05,exchangeable_null
17,real,0.0,80,0.0,0.05,exchangeable_null
17,real,0.1868,7,0.0110443313780228,0.16,labeled_bootstrap
17,real,0.1868,10,0.0110443313780228,0.12,labeled_bootstrap
17,real,0.1868,17,0.0110443313780228,0.22,labeled_bootstrap
17,real,0.1868,30,0.0110443313780228,0.44,labeled_bootstrap
17,real,0.1868,50,0.0110443313780228,0.69,labeled_bootstrap
17,real,0.1868,80,0.0110443313780228,0.93,labeled_bootstrap
17,real,0.2039,7,0.0103885453845417,0.15,labeled_bootstrap
17,real,0.2039,10,0.0103885453845417,0.15,labeled_bootstrap
17,real,0.2039,17,0.0103885453845417,0.21,labeled_bootstrap
17,real,0.2039,30,0.0103885453845417,0.36,labeled_bootstrap
17,real,0.2039,50,0.0103885453845417,0.63,labeled_bootstrap
17,real,0.2039,80,0.0103885453845417,0.93,labeled_bootstrap
17,real,0.2131,7,0.0151929419505171,0.16,labeled_bootstrap
17,real,0.2131,10,0.0151929419505171,0.18,labeled_bootstrap
17,real,0.2131,17,0.0151929419505171,0.32,labeled_bootstrap
17,real,0.2131,30,0.0151929419505171,0.6,labeled_bootstrap
17,real,0.2131,50,0.0151929419505171,0.84,labeled_bootstrap
17,real,0.2131,80,0.0151929419505171,0.98,labeled_bootstrap
17,real,0.2203,7,0.0147948407819565,0.11,labeled_bootstrap
17,real,0.2203,10,0.0147948407819565,0.16,labeled_bootstrap
17,real,0.2203,17,0.0147948407819565,0.3,labeled_bootstrap
17,real,0.2203,30,0.0147948407819565,0.5,labeled_bootstrap
17,real,0.2203,50,0.0147948407819565,0.81,labeled_bootstrap
17,real,0.2203,80,0.0147948407819565,1.0,labeled_bootstrap
17,real,0.231,7,0.0215686799761265,0.16,labeled_bootstrap
17,real,0.231,10,0.0215686799761265,0.19,labeled_bootstrap
17,real,0.231,17,0.0215686799761265,0.35,labeled_bootstrap
17,real,0.231,30,0.0215686799761265,0.73,labeled_bootstrap
17,real,0.231,50,0.0215686799761265,0.95,labeled_bootstrap
17,real,0.231,80,0.0215686799761265,1.0,labeled_bootstrap
17,real,0.234,7,0.0168250388630136,0.12,labeled_bootstrap
17,real,0.234,10,0.0168250388630136,0.15,labeled_bootstrap
17,real,0.234,17,0.0168250388630136,0.34,labeled_bootstrap
17,real,0.234,30,0.0168250388630136,0.52,labeled_bootstrap
17,real,0.234,50,0.0168250388630136,0.88,labeled_bootstrap
17,real,0.234,80,0.0168250388630136,0.97,labeled_bootstrap
17,real,0.2454,7,0.0176434859962831,0.15,labeled_bootstrap
17,real,0.2454,10,0.0176434859962831,0.22,labeled_bootstrap
17,real,0.2454,17,0.0176434859962831,0.33,labeled_bootstrap
17,real,0.2454,30,0.0176434859962831,0.54,labeled_bootstrap
